dataset,catalog_entity_id,source_dataset,source_record_id,source_snapshot_date,match_method,match_basis,linked_ispb,linked_cnpj,linked_name,source_registry_id,source_file_url,source_publication_date,catalog_snapshot_date,schema_version
catalog_crosswalk,ispb:35136120,pix_active_participants,pix_active_participants:96,2026-04-13,exact_ispb,ispb=35136120,35136120,35136120000103,BITSO IP LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:12481100,pix_active_participants,pix_active_participants:97,2026-04-13,exact_ispb,ispb=12481100,12481100,12481100000166,BIZ IP LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:16814330,pix_active_participants,pix_active_participants:98,2026-04-13,exact_ispb,ispb=16814330,16814330,16814330000150,BK IP S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:10506341,pix_active_participants,pix_active_participants:99,2026-04-13,exact_ispb,ispb=10506341,10506341,10506341000197,BLU IP LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:34337707,pix_active_participants,pix_active_participants:100,2026-04-13,exact_ispb,ispb=34337707,34337707,34337707000100,BMP SCD S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:11581339,pix_active_participants,pix_active_participants:101,2026-04-13,exact_ispb,ispb=11581339,11581339,11581339000145,BMP SCMEPP LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:17826860,pix_active_participants,pix_active_participants:102,2026-04-13,exact_ispb,ispb=17826860,17826860,17826860000181,BMS SCD S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:45331622,pix_active_participants,pix_active_participants:103,2026-04-13,exact_ispb,ispb=45331622,45331622,45331622000130,BNK DIGITAL SCD S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:40557732,pix_active_participants,pix_active_participants:104,2026-04-13,exact_ispb,ispb=40557732,40557732,40557732000100,BNS CAPITAL PAGAMENTOS LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:62073200,pix_active_participants,pix_active_participants:105,2026-04-13,exact_ispb,ispb=62073200,62073200,62073200000121,BOFA MERRILL LYNCH BM S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:36586946,pix_active_participants,pix_active_participants:106,2026-04-13,exact_ispb,ispb=36586946,36586946,36586946000129,BONUSPAGO SCD S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:27842177,pix_active_participants,pix_active_participants:107,2026-04-13,exact_ispb,ispb=27842177,27842177,27842177000191,BPY CCTVM S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:03130170,pix_active_participants,pix_active_participants:108,2026-04-13,exact_ispb,ispb=03130170,03130170,03130170000189,BRASIL CARD IP LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:30507541,pix_active_participants,pix_active_participants:109,2026-04-13,exact_ispb,ispb=30507541,30507541,30507541000171,BRASIL CASH IP S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:00000208,pix_active_participants,pix_active_participants:110,2026-04-13,exact_ispb,ispb=00000208,00000208,00000208000100,BRB - BCO DE BRASILIA S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:49933388,pix_active_participants,pix_active_participants:111,2026-04-13,exact_ispb,ispb=49933388,49933388,49933388000172,BRCONDOS SCD S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:09437293,pix_active_participants,pix_active_participants:112,2026-04-13,exact_ispb,ispb=09437293,09437293,09437293000143,BRINKS PAY IP LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:24722685,pix_active_participants,pix_active_participants:113,2026-04-13,exact_ispb,ispb=24722685,24722685,24722685000148,BRX,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:20520298,pix_active_participants,pix_active_participants:114,2026-04-13,exact_ispb,ispb=20520298,20520298,20520298000178,BS2 PAYMENTS IP S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:11491029,pix_active_participants,pix_active_participants:115,2026-04-13,exact_ispb,ispb=11491029,11491029,11491029000130,BSN,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:25528753,pix_active_participants,pix_active_participants:116,2026-04-13,exact_ispb,ispb=25528753,25528753,25528753000103,C.C CREDIVERDE,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:32345784,pix_active_participants,pix_active_participants:117,2026-04-13,exact_ispb,ispb=32345784,32345784,32345784000186,C6 CTVM LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:00360305,pix_active_participants,pix_active_participants:118,2026-04-13,exact_ispb,ispb=00360305,00360305,00360305000104,CAIXA ECONOMICA FEDERAL,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:40083667,pix_active_participants,pix_active_participants:119,2026-04-13,exact_ispb,ispb=40083667,40083667,40083667000110,CAPITAL CONSIG SCD S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:13966572,pix_active_participants,pix_active_participants:120,2026-04-13,exact_ispb,ispb=13966572,13966572,13966572000171,CAPPTA IP S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:21332862,pix_active_participants,pix_active_participants:121,2026-04-13,exact_ispb,ispb=21332862,21332862,21332862000191,CARTOS SCD S.A.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:33207641,pix_active_participants,pix_active_participants:122,2026-04-13,exact_ispb,ispb=33207641,33207641,33207641000170,CARTWAVE IP,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:09313766,pix_active_participants,pix_active_participants:123,2026-04-13,exact_ispb,ispb=09313766,09313766,09313766000109,CARUANA SCFI,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:05442029,pix_active_participants,pix_active_participants:124,2026-04-13,exact_ispb,ispb=05442029,05442029,05442029000147,CASA CREDITO S.A. SCM,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:42873828,pix_active_participants,pix_active_participants:125,2026-04-13,exact_ispb,ispb=42873828,42873828,42873828000102,CC AGROCREDI LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:80959612,pix_active_participants,pix_active_participants:126,2026-04-13,exact_ispb,ispb=80959612,80959612,80959612000145,CC ALTO VALE DO ITAJAÍ,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:00068987,pix_active_participants,pix_active_participants:127,2026-04-13,exact_ispb,ispb=00068987,00068987,00068987000186,CC ARACREDI LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:03047549,pix_active_participants,pix_active_participants:128,2026-04-13,exact_ispb,ispb=03047549,03047549,03047549000120,CC CAP UNICIDADES,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:41753500,pix_active_participants,pix_active_participants:129,2026-04-13,exact_ispb,ispb=41753500,41753500,41753500000181,CC CARLOS CHAGAS,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:09403026,pix_active_participants,pix_active_participants:130,2026-04-13,exact_ispb,ispb=09403026,09403026,09403026000155,CC CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:71238232,pix_active_participants,pix_active_participants:131,2026-04-13,exact_ispb,ispb=71238232,71238232,71238232000120,CC CENTRO SUL MINEIRO,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:54401286,pix_active_participants,pix_active_participants:132,2026-04-13,exact_ispb,ispb=54401286,54401286,54401286000146,CC COCRE,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:02217068,pix_active_participants,pix_active_participants:133,2026-04-13,exact_ispb,ispb=02217068,02217068,02217068000152,"CC CONTADORES, ADMINISTRADORES, ECONOMISTAS E CORRET SEGUROS",bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:65229254,pix_active_participants,pix_active_participants:134,2026-04-13,exact_ispb,ispb=65229254,65229254,65229254000121,CC COOPACREDI,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:53623781,pix_active_participants,pix_active_participants:135,2026-04-13,exact_ispb,ispb=53623781,53623781,53623781000137,CC COOPCRED,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:49389307,pix_active_participants,pix_active_participants:136,2026-04-13,exact_ispb,ispb=49389307,49389307,49389307000115,CC COOPLIVRE,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:18966739,pix_active_participants,pix_active_participants:137,2026-04-13,exact_ispb,ispb=18966739,18966739,18966739000118,CC COPERSUL LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:19449602,pix_active_participants,pix_active_participants:138,2026-04-13,exact_ispb,ispb=19449602,19449602,19449602000159,CC CREDCOOPER LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:00429890,pix_active_participants,pix_active_participants:139,2026-04-13,exact_ispb,ispb=00429890,00429890,00429890000151,CC CREDIAGRO,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:25353939,pix_active_participants,pix_active_participants:140,2026-04-13,exact_ispb,ispb=25353939,25353939,25353939000160,CC CREDIALP,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:66398496,pix_active_participants,pix_active_participants:141,2026-04-13,exact_ispb,ispb=66398496,66398496,66398496000101,CC CREDIARA LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:66259110,pix_active_participants,pix_active_participants:142,2026-04-13,exact_ispb,ispb=66259110,66259110,66259110000180,CC CREDIBAM LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:71237184,pix_active_participants,pix_active_participants:143,2026-04-13,exact_ispb,ispb=71237184,71237184,71237184000156,CC CREDIBELO LTDA. - SICOOB CREDIBELO,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:21670187,pix_active_participants,pix_active_participants:144,2026-04-13,exact_ispb,ispb=21670187,21670187,21670187000100,CC CREDIBOM,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:25395435,pix_active_participants,pix_active_participants:145,2026-04-13,exact_ispb,ispb=25395435,25395435,25395435000103,CC CREDICAF LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:01609345,pix_active_participants,pix_active_participants:146,2026-04-13,exact_ispb,ispb=01609345,01609345,01609345000100,CC CREDICAMPINA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:21661202,pix_active_participants,pix_active_participants:147,2026-04-13,exact_ispb,ispb=21661202,21661202,21661202000154,CC CREDICAMPO LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:23949522,pix_active_participants,pix_active_participants:148,2026-04-13,exact_ispb,ispb=23949522,23949522,23949522000130,CC CREDICARPA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:00966246,pix_active_participants,pix_active_participants:149,2026-04-13,exact_ispb,ispb=00966246,00966246,00966246000112,CC CREDICERIPA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:54037916,pix_active_participants,pix_active_participants:150,2026-04-13,exact_ispb,ispb=54037916,54037916,54037916000145,CC CREDICITRUS,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:67096909,pix_active_participants,pix_active_participants:151,2026-04-13,exact_ispb,ispb=67096909,67096909,67096909000166,CC CREDICOCAPEC,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:38588174,pix_active_participants,pix_active_participants:152,2026-04-13,exact_ispb,ispb=38588174,38588174,38588174000190,CC CREDICOPE,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:68512748,pix_active_participants,pix_active_participants:153,2026-04-13,exact_ispb,ispb=68512748,68512748,68512748000107,CC CREDIESMERALDAS LTDA.,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:07469260,pix_active_participants,pix_active_participants:154,2026-04-13,exact_ispb,ispb=07469260,07469260,07469260000150,CC CREDIFIEMG,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:41931445,pix_active_participants,pix_active_participants:155,2026-04-13,exact_ispb,ispb=41931445,41931445,41931445000172,CC CREDIFOR LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:67960229,pix_active_participants,pix_active_participants:156,2026-04-13,exact_ispb,ispb=67960229,67960229,67960229000149,CC CREDIGUAÇU,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:41697103,pix_active_participants,pix_active_participants:157,2026-04-13,exact_ispb,ispb=41697103,41697103,41697103000130,CC CREDILIVRE LTDA. - SICOOB CREDILIVRE,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:64480833,pix_active_participants,pix_active_participants:158,2026-04-13,exact_ispb,ispb=64480833,64480833,64480833000180,CC CREDIMAC LTDA - SICOOB CREDIMAC,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:01152097,pix_active_participants,pix_active_participants:159,2026-04-13,exact_ispb,ispb=01152097,01152097,01152097000110,CC CREDIMATA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:66788142,pix_active_participants,pix_active_participants:160,2026-04-13,exact_ispb,ispb=66788142,66788142,66788142000173,CC CREDIMOTA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:25420696,pix_active_participants,pix_active_participants:161,2026-04-13,exact_ispb,ispb=25420696,25420696,25420696000136,CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:21866694,pix_active_participants,pix_active_participants:162,2026-04-13,exact_ispb,ispb=21866694,21866694,21866694000114,CC CREDINOR,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:64276058,pix_active_participants,pix_active_participants:163,2026-04-13,exact_ispb,ispb=64276058,64276058,64276058000145,CC CREDINORTE - SICOOB CREDINORTE,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:06324872,pix_active_participants,pix_active_participants:164,2026-04-13,exact_ispb,ispb=06324872,06324872,06324872000191,CC CREDINOSSO,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:24048910,pix_active_participants,pix_active_participants:165,2026-04-13,exact_ispb,ispb=24048910,24048910,24048910000102,CC CREDINTER,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:42934794,pix_active_participants,pix_active_participants:166,2026-04-13,exact_ispb,ispb=42934794,42934794,42934794000100,CC CREDIPIMENTA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:03412878,pix_active_participants,pix_active_participants:167,2026-04-13,exact_ispb,ispb=03412878,03412878,03412878000122,CC CREDIRAMA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:22753982,pix_active_participants,pix_active_participants:168,2026-04-13,exact_ispb,ispb=22753982,22753982,22753982000125,CC CREDISETE LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:03645752,pix_active_participants,pix_active_participants:169,2026-04-13,exact_ispb,ispb=03645752,03645752,03645752000106,CC CREDISG,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:42887133,pix_active_participants,pix_active_participants:170,2026-04-13,exact_ispb,ispb=42887133,42887133,42887133000171,CC CREDISUCESSO LTDA. - SICOOB CREDISUCESSO,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:22656789,pix_active_participants,pix_active_participants:171,2026-04-13,exact_ispb,ispb=22656789,22656789,22656789000176,CC CREDISUDESTE LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:64237530,pix_active_participants,pix_active_participants:172,2026-04-13,exact_ispb,ispb=64237530,64237530,64237530000130,CC CREDIUNA LTDA,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
catalog_crosswalk,ispb:25404542,pix_active_participants,pix_active_participants:173,2026-04-13,exact_ispb,ispb=25404542,25404542,25404542000150,CC CREDIVAG,bcb-pix-active-participants,https://www.bcb.gov.br/content/estabilidadefinanceira/participantes_pix/lista-participantes-instituicoes-em-adesao-pix-20260413.csv,2026-04-13,2026-04-13,1.0.0
